"Enzyme","sample","Vmax","Vmax_se","Km","Km_se","max_pre_decrease_S","Sinhibition","INHbetter_aov_pvalue"
"BG","102",627.636487471653,15.7519167625789,24.4491815304865,2.49723813231415,500,TRUE,3.33943606546587e-07
"BG","103",4323.15991612877,152.354936391558,66.852404059249,8.22884245833796,500,TRUE,5.56840456406595e-11
"BG","104",13079.2819133233,454.538016322025,53.054030510679,6.62541103276748,500,TRUE,4.72804760998495e-14
"BG","105",11997.6740948444,392.814925432435,50.13473352771,5.94340128517327,500,TRUE,1.14591455951681e-15
"BG","106",13292.2298259556,447.409638614202,60.3154533332559,7.1776262169067,500,TRUE,9.82448510927426e-10
"BG","107",11118.6585424768,455.32530072563,47.5511267883941,7.10264234528882,500,TRUE,0.000211673644971106
"BG","108",331.953761844937,27.6886268198759,6.12727998671804,2.8730942814046,100,TRUE,4.32901045274308e-18
"BG","109",134.239474596969,11.2806227709232,6.18192958973696,2.9120604266845,100,TRUE,6.96164856798838e-11
"BG","110",57.5662696316852,6.52371809769645,4.10302692675864,3.02693204056383,100,TRUE,1.17336390399642e-12
"BG","111",140.782399006087,10.8158588710169,6.95352758950417,2.88813457372204,100,TRUE,2.12559191907445e-14
"BG","112",211.037856522772,5.22527994639169,10.7186343307805,1.28036985682857,500,TRUE,1.985828074219e-09
"BG","113",163.723544463766,7.18962971181208,14.7305923744435,2.90865586380031,500,TRUE,4.53582979596612e-10
"BG","114",43.5997231918955,2.43280238034547,8.33640230891494,2.38971678483957,100,TRUE,4.38159717945818e-05
"BG","115",17533.8892696501,558.275206064003,198.702998353423,19.2614958687349,500,TRUE,2.18540700993011e-12
"BG","116",3184.34299593985,41.7205721485989,72.4074820209779,3.28394411424024,500,TRUE,0.0221854513005627
"BG","117",2126.61060551503,95.9435260451103,71.9631868846934,11.2464036671516,500,TRUE,9.94714359743122e-05
"BG","118",4947.47111831227,140.538498432498,161.719491492441,14.5054825893456,1000,FALSE,0.369528448548638
"BG","119",254.397715925875,9.48933224079668,11.0258545976215,1.97111444784444,500,TRUE,3.11611148453008e-09
"BG","120",157.819268214138,3.79471198118143,16.129045767829,1.7113754182822,500,TRUE,3.90238991206039e-05
"BG","121",110.312641872037,7.63857766774785,9.73532323850654,3.3283903048789,100,TRUE,1.77747425367518e-09
"BG","122",104.210441604709,6.99635413377331,9.44419840534867,3.15420608479261,100,TRUE,3.18186915886574e-13
