"Enzyme","sample","Vmax","Vmax_se","Km","Km_se","Ki","Ki_se","Rmax","SRmax","SRmax05","SRmax05highS","max_pre_decrease_S","Sinhibition","INHbetter_aov_pvalue"
"AP","90",1487.87140466136,82.1352997794862,22.1483672030183,3.42467203694924,19815.5906713156,29961.0694189672,1394.62043297831,662.482436395865,19.6114412614438,22449.8131940492,500,TRUE,0.505594298989351
"AP","91",6687.1103461693,213.700610685135,49.9625695467708,3.41991605949294,4433.10062045054,929.285751759844,5515.94433756755,470.626282794632,35.3005012597234,6281.80830910121,500,TRUE,1.45262659804978e-05
"AP","92",8558.72735905524,534.078949961941,69.7767614982169,8.82092133850398,20647.0705194796,31855.6508475745,7667.27668942717,1200.28568069214,56.7791906157998,25398.0709298757,500,TRUE,0.523371450029239
"AP","93",10103.874570455,482.760760288802,125.900866185815,10.4095901472556,5021.10438073519,1579.7231079575,7673.64868576877,795.085775714766,77.8466821106866,8126.46215761603,1000,FALSE,0.00138239423724772
"AP","94",15231.6696897919,390.417380945354,112.637521374109,5.21178856049175,10350.8646560052,3292.01594512977,12602.3932460706,1079.76652056419,79.9107135931093,14595.8467095327,1000,FALSE,0.0028733037998499
"AP","95",14720.8458918531,874.293773493877,100.418738258969,11.1979237519298,40797.952062479,110969.589402266,13392.0305726378,2024.07481819819,84.0075057057957,48814.7969272324,1000,FALSE,0.716631513617568
"AP","96",14420.3730215193,432.782932613761,54.104209229294,3.54911389715058,1e+07,3498311631.94615,14353.5991838119,23260.311526137,55.8303306957983,10093137.1541462,1000,FALSE,1
"AP","97",11108.9598575361,508.261045676765,114.752281865425,9.59999525553445,36891.6448490954,69070.7029783778,9994.16913413541,2057.52288643469,94.0381997300384,45037.7334403343,1000,FALSE,0.594924737559295
"AP","98",15815.2050348326,506.706288744189,102.830555282686,6.08977577419389,14151.8982831865,7557.81019000666,13511.6793130423,1206.3364202262,77.0926065131053,18909.8743867156,1000,FALSE,0.0637579922943378
"AP","99",3102.7444185864,157.892472709256,32.4336849675968,4.16816193135847,1e+07,6299249971.41571,3091.60884265894,18009.3545047003,32.4200801164722,10072033.3915774,500,TRUE,1
"AP","100",1918.78345287664,129.518702064519,42.2566177653556,6.61148532555288,21799.5889003953,40474.0085034728,1763.49885151562,959.779607829784,35.9953348270996,25611.2839064592,500,TRUE,0.597643400124725
"AP","101",1436.09567212208,87.3621848668784,38.1931543226902,5.59514182676045,1e+07,7378395711.70893,1430.5043829697,19543.0689306184,39.0900468659234,10078164.1790833,500,TRUE,1
"AP","102",510.944320481357,51.4733693570482,104.259053905452,18.310783369721,2748.27209024151,1173.64448495253,367.70635173773,535.287070648395,59.3692730622132,4834.73440508682,500,TRUE,0.00679399916689958
"AP","103",2442.21047647009,134.683641986169,44.5769462356612,5.66474624505578,1208136.33397928,95964597.2785759,2412.89709096848,7338.59853140525,44.0359947879103,1237463.00391236,500,TRUE,0.990097430165562
"AP","104",15678.9340474377,402.756747245431,133.921444868174,5.8137610030161,3767.2902015355,504.723464811386,11385.5873488293,710.296379708745,77.2879749098025,6536.05638144015,500,TRUE,9.37303111395357e-09
"AP","105",11978.7055283111,449.12123823565,103.1280016123,7.10398636789353,10538.5757162206,5030.10381580183,10000.2047373378,1042.50767548913,74.3382310854833,14644.1787838463,1000,FALSE,0.0351978082845694
"AP","106",10995.497288408,277.349201292573,61.29963400891,3.20364104481425,10207.3315432491,3361.25376741875,9519.99600396267,791.015605287765,46.9910260566989,13332.0052534452,500,TRUE,0.00379044174091852
"AP","107",11459.1922239109,432.492545150594,78.0798926474664,5.70931006137186,7550.83835421674,2778.9859611136,9522.52821747414,767.833737273646,55.827095409335,10571.0340164713,500,TRUE,0.00666700118487037
"AP","108",660.462378341047,90.2899494800452,116.197696624998,26.943763288601,2510.84387118417,1352.02779418344,461.781704737476,540.142827793348,63.3650902091807,4608.78775888294,500,TRUE,0.025966879543072
"AP","109",306.883548215535,23.987384903368,36.7122373799467,6.98944231711534,1e+07,9526694471.29166,305.712032941765,19160.4377246311,38.3247079200542,10076662.3376029,500,TRUE,1
"AP","110",144.078641154067,15.2853003678655,44.3562322084209,10.8218245242004,58969.0230799395,448214.314129358,136.586546138499,1617.29517430725,40.1129316159815,65404.8957184814,500,TRUE,0.898142144562096
"AP","111",547.081739026248,26.4480875608726,10.3080679846098,1.73747200146869,7573.00214471068,4734.65029950365,509.487755729533,279.397603703528,8.99750258951255,8683.73083270153,500,TRUE,0.0925478177419958
"AP","112",657.353579111462,27.3586626481223,16.9806338192015,2.10061463563891,5635.92380729988,2183.97860506542,592.327673307774,309.356684758354,13.9533818207838,6861.22555860731,500,TRUE,0.0079378232164209
"AP","113",295.704674003857,18.1588707843854,25.0347018969986,4.02654123204471,4058.21999256717,1677.32102319036,255.560131118,318.741788515969,19.1264199529534,5314.84935274535,500,TRUE,0.00875465422126009
"AP","114",90.4190468179316,7.46632199242794,5.43430416818393,1.66436025196184,522.151551340243,142.317858584288,75.0967221040766,53.2684742776812,3.88366014085705,731.769133277666,100,TRUE,5.98260489489328e-07
"AP","115",9545.76375680785,1036.89983518606,86.8943464461646,18.3786933456191,1e+07,12043524885.197,9489.81588862053,29477.8470119791,88.4423852744648,10118001.0407784,1000,FALSE,1
"AP","116",2610.62088883796,137.95298971491,17.5535917965266,2.80972996552888,1e+07,7126759385.84816,2603.72154910895,13248.9968663769,18.5504506579935,10053061.2264485,1000,FALSE,1
"AP","117",1523.23970456731,108.766715965236,27.6102572637272,5.22019828294617,1e+07,9027669649.47825,1518.19433956701,16616.3345126797,28.2505937309286,10066518.2129574,500,TRUE,1
"AP","118",3618.62308078651,273.495175677552,25.1675717008066,5.17658481026395,1e+07,9676738997.70264,3607.17801670848,15864.290624168,25.3854035390228,10063550.0944224,1000,FALSE,1
"AP","119",877.323645130883,29.8156058511513,10.1021731323508,1.16207945795239,2421.74308794862,451.321373159744,776.96090061897,156.412492968212,8.05604899276218,3039.3660072716,100,TRUE,7.22792408434061e-07
"AP","120",403.043994922694,20.435631959652,12.9128680477042,2.09507391369683,4102.30636499895,1578.95097273532,362.381558669444,230.157643328412,10.5883104241494,5012.69717097343,500,TRUE,0.00594124108417415
"AP","121",642.021027038713,47.6609436018151,26.5980002881233,5.09388048444327,4462.51868937464,2378.40067132431,556.14833014529,344.520062384968,20.3976274559357,5820.40769961364,500,TRUE,0.0380833884262475
"AP","122",114.648282212851,26.8144881431447,49.8631410258204,22.3717842026584,606.506315825076,291.928780664568,72.8638648098162,173.903162590669,23.6705874873387,1278.83230184464,500,TRUE,0.000133261152551347
