"Enzyme","sample","RMSE","RMSEp1","RMSEp2","MAPE","MAPEp1","MAPEp2","biasPERCENT","biasPERCENTp1","biasPERCENTp2","biasMEANRES","biasMEANRESp1","biasMEANRESp2","Rsquared","PRSEmax","PRSE_Vmax","PRSE_Km","RMSEp1pdS","MAPEp1pdS","biasPERCENTp1pdS","biasMEANRESp1pdS","Sinhibition","INHbetter_aov_pvalue"
"NAG","68",182.401685517011,158.145830941473,287.805491766771,15.6848972206341,16.6065403274255,10.1550385798854,10.9466775245047,11.0786173486079,10.1550385798854,18.5618715358542,-16.5673711436521,264.466570292398,0.976303692372935,11.9324164207055,3.61085249730696,11.9324164207055,71.5780104776713,7.78781555659161,4.8234893432314,7.16075407252661,TRUE,3.45986221009279e-09
"NAG","69",46.3285235073212,38.344916461109,78.7548660218675,38.2218749954866,37.2419762499073,44.101267468962,25.7692163546984,22.7138745023212,44.101267468962,3.79252149541543,-6.85038728517933,78.2928829595788,0.835905327525008,29.9304651647583,7.46472001013777,29.9304651647583,25.6023529997134,25.2037659732864,18.9608083098663,3.67301325553692,TRUE,1.35448221896555e-19
"NAG","70",257.443654591839,206.246560501062,456.853132544919,39.4003688205106,36.2208670485455,58.4773794523013,25.523261537288,20.0309085514524,58.4773794523013,18.256782993397,-44.2846354937358,456.046712403327,0.791207659184625,34.5257515396425,8.48901806859705,34.5257515396425,124.956702749471,22.0843838205521,16.2925286235065,17.1116866591764,TRUE,1.76094524058008e-13
"NAG","71",127.922808025373,105.989506981218,217.133737938041,35.8198055872151,35.9308102728882,35.1537774731765,24.9132628811525,23.2065104491485,35.1537774731765,11.8987617167498,-17.3809861159982,216.856996545986,0.876663715328615,25.5143315550448,6.59038255960476,25.5143315550448,65.518723331805,23.4447141156304,18.5664805356391,10.9739437928224,TRUE,3.02751031663711e-24
"NAG","72",105.236670625481,87.8954575623295,176.549225854447,34.2590194158441,33.8173575035697,36.9089908894905,23.8134376694903,21.6308454661569,36.9089908894905,8.98824112054144,-14.5968029651046,174.083549720064,0.86403266285606,26.815128885716,6.85477750474846,26.815128885716,57.6704168558519,22.9871055077409,16.9967290552811,7.90585209195396,TRUE,2.44414905882435e-10
"NAG","73",22.1490061680438,18.5575752590006,36.9830734615645,36.3992013424602,38.5731047761495,23.3557807403238,27.9761710109185,28.7462360560176,23.3557807403238,2.50389140845265,-2.3534009657941,36.5049380281799,0.928341963718345,19.3781015597652,5.37486128373023,19.3781015597652,9.6779099448154,25.1252083910943,21.5978462845863,2.04328843724708,TRUE,9.261591836051e-16
"NAG","74",14.5922332484571,12.3346023153844,24.0349414929499,22.3860762540782,22.8665594334098,19.5031771780882,17.0041458755773,16.5876406584921,19.5031771780882,1.16609231732154,-1.85562307467892,22.3181000613248,0.93726373051406,19.9108283204245,6.03644141781601,19.9108283204245,2.80048468884129,9.26579342910458,4.7158664855066,0.157009067717632,TRUE,5.54347161020014e-12
"NAG","75",290.849228003552,235.91585866333,508.148757549102,27.6863915000142,27.4857060652,28.8905041088995,18.6676432295735,16.9638330830191,28.8905041088995,25.5810313010867,-43.1866342456665,506.95469012836,0.908698412420109,21.7008726579527,5.96486036404438,21.7008726579527,88.9904161656871,13.2793393004563,10.489396007229,17.1890556354127,TRUE,1.85073407374286e-18
"NAG","76",13.8852108575411,12.5031004713687,20.2886282317411,11.0945098188814,11.9393414919897,6.02551978023141,5.48426400188129,5.39405470548961,6.02551978023141,1.08569354158986,-1.37558286626105,18.3146283965462,0.988546097929631,8.17098048369335,2.47823698164607,8.17098048369335,7.72386484802535,8.46631748332877,1.69577334660998,0.202627648517249,TRUE,9.24311510261946e-07
"NAG","77",9.43503402481216,8.08293463821799,15.203160038338,17.3147016617503,17.8912354173021,13.8554991284399,6.33050905639863,5.07634404439176,13.8554991284399,0.349747123459651,-1.64202588871713,14.2921582086971,0.961011509729151,14.4797702299677,4.296560685511,14.4797702299677,3.41945280645553,13.321039333671,-1.0718434169523,-0.303964549433826,TRUE,3.58749815333135e-09
"NAG","78",53.9493505189424,45.5159325353449,89.1264621901796,19.6913145945125,19.823383718405,18.8988998511573,12.5202634280693,11.4571573575546,18.8988998511573,4.53538284617137,-7.28121416851624,87.2515619489847,0.944190182924302,16.7353272148075,4.72334179622366,16.7353272148075,22.5749896366591,10.7351714188664,6.32096342833426,2.5551258208115,TRUE,1.86202136339683e-12
"NAG","79",13.6947273875308,12.0930312629678,20.8655332251253,15.0260193474202,16.2838465797204,7.47905595361883,7.98167259373302,8.1282158536153,7.10241303443932,1.07696774288744,-1.12461426013663,16.4880417640559,0.982389185302447,10.7068293269356,3.31832910607862,10.7068293269356,7.68698984670335,13.1722302271424,2.61892339166612,0.139697725103493,TRUE,1.44188721155237e-05
"NAG","80",714.451482076433,629.917225069723,1091.93048270082,17.2643332788494,18.43928764879,10.2146070592059,13.6741769027647,14.2507718766911,10.2146070592059,84.7674186853102,-47.141724933867,1008.13142401955,0.974882749888456,13.9227667898143,4.44340731454925,13.9227667898143,172.319360299043,5.24253527619264,3.68168109725439,21.2441495312754,TRUE,1.125456813153e-12
"NAG","81",281.895275513175,248.922165985021,429.512696185452,14.3228123276718,15.3921590491985,7.90673199851207,11.2290601472359,11.7827815053565,7.90673199851207,34.7552366856425,-20.2617225343568,419.873951225638,0.985345222149496,10.0284651910749,3.12489790046468,10.0284651910749,67.1629817804791,6.80260426705323,4.94679840959799,12.2507540528344,TRUE,3.69648109944489e-16
"NAG","82",178.396576100708,155.003235669693,280.39498951077,16.933067212734,17.4186115395761,14.0198012516817,11.8265937954269,11.4610592193844,14.0198012516817,15.6848406009141,-22.070834383039,279.974565488586,0.963099996591816,14.3985443845346,4.27821491347782,14.3985443845346,60.5695782545276,7.42598617802993,4.56746021160267,5.32366480807451,TRUE,1.0258054882231e-12
"NAG","83",214.103680194522,185.943017071139,336.799447037493,15.6019712837722,16.2849193719141,11.5042827549205,11.1841696130905,11.1308174227855,11.5042827549205,22.1297437108951,-22.3469070447873,333.466299000672,0.973630593376751,12.1648023982172,3.61660771716268,12.1648023982172,75.8563480184661,7.13616992875581,5.34880134824294,10.2748257511555,TRUE,1.0689552772237e-12
