"Enzyme","sample","Vmax","Vmax_se","Km","Km_se","max_pre_decrease_S","Sinhibition","INHbetter_aov_pvalue"
"AP","24",16030.6326653897,225.682262473365,94.097594461858,4.46177110271107,1000,FALSE,0.000422137864590174
"AP","25",15262.0136944002,188.16430384801,29.8118987151768,1.44348802024434,500,TRUE,0.0331345679688772
"AP","26",11164.7232830896,169.245857045901,109.050887289571,5.48365808251643,1000,FALSE,2.44224994493364e-06
"AP","27",6202.75655089035,73.9177477429787,22.6563531231947,1.11454338451942,500,TRUE,1
"AP","28",24783.6592893959,305.28105446865,117.553162925324,4.76457020456703,1000,FALSE,2.72804996083759e-06
"AP","29",9798.83482450593,223.947197559703,101.642754841966,7.7625042565137,500,TRUE,5.08889350114008e-06
"AP","30",12033.0941554238,118.375352725468,118.801573008698,3.84107556904701,1000,FALSE,0.000353897159656651
"AP","31",246.007762253269,10.3414350807429,4.34672874772801,1.1619182668312,100,TRUE,0.000376156770816716
"AP","32",16322.0048363557,184.780345255548,105.028837980594,3.95979062021454,1000,FALSE,5.43569907055781e-07
"AP","33",9117.23407771543,130.033632335355,98.0141161942171,4.68873233307084,1000,FALSE,2.5750523773456e-06
"AP","34",20054.8844778514,160.214654243576,93.7971590618698,2.52461612506795,1000,FALSE,0.0172013953069879
"AP","35",21007.3320374954,230.672809109067,51.3993952849918,2.03668422424634,1000,FALSE,0.971918743749095
"AP","36",31387.9526617184,639.679258772477,108.24594214928,7.32354450215228,500,TRUE,7.07965461834566e-05
"AP","37",11867.0551691102,186.103467935605,48.8519444156804,2.7838540818799,1000,FALSE,1
"AP","38",15138.819613761,200.526250235548,71.678765522872,3.29029449569124,500,TRUE,0.00062679410531728
"AP","39",28413.6376160637,314.968181191053,107.471538515371,3.95796091391694,1000,FALSE,3.1405593950679e-05
"AP","40",14964.6373314762,304.2689648105,85.4776613458636,5.91144329313386,1000,FALSE,1
"AP","41",8969.96657842037,200.748431170262,57.0552264783526,4.54561547080777,1000,FALSE,1
"AP","42",8088.46548199576,161.264176805758,77.6099016639352,5.3164170979463,1000,FALSE,1
"AP","43",3751.21553090293,87.8565191508757,97.1697107595698,7.63996263340638,500,TRUE,1.56071919552878e-05
"AP","44",2501.08615953678,26.9605062107879,37.3713518672273,1.52350458724425,500,TRUE,0.388599721622322
"AP","45",9750.41459132113,139.720534194572,90.8018058692865,4.39837864910285,1000,FALSE,1
"AP","46",26113.5840031574,469.857749529465,116.249391201923,6.89093538666354,1000,FALSE,1
"AP","47",35260.9839648264,365.982671639506,109.371131676606,3.76448230563777,1000,FALSE,0.0209371234324773
"AP","48",15517.6921319894,322.852022532903,69.6062716143604,5.0350721911461,1000,FALSE,1
"AP","49",28783.6494823032,702.464250502462,111.643577630769,9.01568859905305,1000,FALSE,0.122519169777451
"AP","50",23744.2481071578,218.682726277187,103.949476227712,3.19172604924673,1000,FALSE,0.0718335039996526
"AP","51",12763.4488258129,138.583590204018,71.2158011204499,2.68161237342566,1000,FALSE,1
