"Enzyme","sample","Vmax.boot","Vmax.boot.SE","Vmax.boot.median","Vmax.boot.CIlow","Vmax.boot.CIhigh","Km.boot","Km.boot.SE","Km.boot.median","Km.boot.CIlow","Km.boot.CIhigh"
"NAG","34",10714.5961889836,306.171311011344,10685.0568986859,10178.8590219771,11362.2140351527,114.635886655019,10.773641578608,114.157265170556,95.0238482719834,136.282639750048
"NAG","35",5521.26569317903,242.098726619361,5496.72490868097,5107.11417304818,6050.28768355567,113.920377370273,16.7969612500976,113.303134079507,83.2504481139828,147.69692865741
"NAG","36",8074.08252752485,294.248652672407,8046.19783525085,7560.11287311295,8702.70341001695,94.2717369239463,11.3734006521418,93.7616943080079,73.5088280896005,116.661946231093
"NAG","37",3824.50815064707,162.642855890803,3811.36016483983,3553.39141096119,4186.19321603584,105.923355607222,14.5382301788069,105.059673448913,81.0976067236894,136.613669231493
"NAG","38",16282.8692240518,595.78690967666,16225.6954800046,15273.210570581,17554.1142219395,168.759705300737,19.0433818102135,168.078016749716,133.59502683012,205.968163169905
"NAG","39",22081.6903418569,763.399321069908,22000.56206025,20736.9040361206,23666.0121111978,161.302800822914,17.0188141477463,160.831628641985,130.98624283627,197.805562635661
"NAG","40",14518.8009809002,571.746510330138,14461.6123909776,13591.0458377469,15874.9935448073,127.965191722508,16.2853889602132,127.136219426636,98.0066563500056,162.965715756316
"NAG","41",6207.12731133721,235.660262760171,6194.30394069461,5780.19708351938,6696.4964827829,107.462440823589,13.8838123797053,107.412799447483,81.6521082407275,135.455104014215
"NAG","42",4766.61120957353,157.001381744961,4751.90569321788,4491.26136324558,5092.98864165092,115.733549809892,12.460521251825,114.852418479843,93.7023027411782,141.157611145354
"NAG","43",5770.18623358277,185.924447871636,5756.43112693947,5440.58159793033,6188.45128698335,121.816069589246,13.0513178513256,120.72077256811,97.1435097237417,149.054219445804
"NAG","44",915.227943702527,38.1412965995884,912.685324156762,843.87519635986,993.102022961795,87.4205334992251,12.2479652027775,86.8357148173865,64.604453681629,112.0474319682
"NAG","45",3135.43937737896,160.242857313548,3119.99935748547,2852.69107045347,3464.19422737549,111.540306143144,18.4480422588,111.136045323818,79.9289251818359,153.936348510853
"NAG","46",18857.529238913,790.427122820789,18820.9234271763,17400.027252108,20497.9317924013,164.196963335552,21.6043905809514,164.006518641522,123.431887118565,205.837117300681
"NAG","47",30099.6922088724,919.31475853847,30023.3910129861,28444.6116814111,32045.2522652996,182.762226794582,16.6704087682781,182.576179487672,149.267101274391,216.288271061171
"NAG","48",4939.22560185782,176.40720540348,4924.67135696534,4632.46660070845,5321.50211375501,100.795612861872,12.1790145611536,100.555684817968,76.4291394874196,125.373050148564
"NAG","49",25153.885379328,821.84449736075,25090.6274049474,23685.1008959051,26855.6265542673,174.149026580953,17.3584239681742,173.394244998728,142.41918033679,211.582504640212
"NAG","50",17081.4004917866,617.372802464264,17040.9472553015,15988.8217452564,18443.034642286,164.934958118147,17.9485730411269,163.597986993113,131.947736381151,202.763148650502
"NAG","51",8003.46495714412,224.597634754662,7985.3750586119,7597.32103224617,8502.23774043487,170.241301645374,14.5661202975088,170.037933606423,142.690834768035,199.40946818898
"NAG","52",10609.9815904013,330.295864955751,10586.943648437,10028.4778234034,11279.4883709937,193.516477437317,18.3045005118667,193.903462425065,159.777619016613,230.556303567438
"NAG","53",7327.60450916402,250.764213925911,7297.88630239933,6893.09416404075,7866.16825296095,203.72766939656,21.0161087362991,204.140000333524,163.031887972264,244.682540850939
"NAG","54",19650.3436157371,501.815893867374,19625.5056602811,18762.05385065,20686.3132440243,208.974844545559,15.8681061329587,209.212922140586,177.794587014158,239.728932781532
"NAG","55",327.146494599287,10.9790088723017,326.202559071644,307.573380328413,351.495043535822,70.8916942185597,8.31332291754607,70.363665458763,55.8303596542844,88.5545696147548
"NAG","56",18418.8289605319,951.248523216362,18290.9888836046,16821.3501664445,20551.6925189525,131.915941116599,21.8774926542613,130.855477030997,91.7455669698179,176.775156921842
"NAG","57",20024.7879151412,818.363875709148,19943.2875684018,18524.2697830518,21744.384263026,127.988384121586,17.1184894755256,127.350959199487,95.4372700611142,163.131226041558
"NAG","58",16424.6239314177,627.179514857421,16370.0713964875,15310.9521376372,17756.7784004005,123.643178365349,15.7052679116499,123.709432657958,94.1370751401852,155.360820676109
"NAG","59",149.824249549587,10.6353829015577,149.752955543328,129.793522637308,170.519390045908,25.8443928383041,7.69409462078972,24.8889248666875,13.9496064058589,44.4676015594926
"NAG","60",61.3822526199588,4.95530444290655,61.2107517086958,52.143542915649,71.361422019451,32.7639491692881,10.5600348090086,31.0013442585277,16.5713540881365,57.1001094935687
"NAG","61",401.121796636956,29.0797139762305,400.945081837113,344.870627326451,460.642970440155,24.8833744559904,7.63623652140132,23.9454721938242,12.8373940844469,43.1640147725732
"NAG","62",93.1274796601328,4.98766887192439,93.080490567112,83.9147950459067,103.022503485706,36.6351886726049,7.52555280187315,35.9092993911071,23.5924132788725,52.9021055826366
"NAG","63",1640.96407928902,61.3947334794547,1635.79193290626,1534.52838073799,1767.82291110523,111.873120733081,13.8304407961085,111.198210387098,86.2567424155492,141.107348832553
"NAG","64",1179.38002128027,34.4468099065303,1178.24804689053,1115.57993002752,1252.03498063346,141.806135739891,13.3665063260179,141.396171701724,116.86932463193,169.378772936853
"NAG","65",11704.8820243459,398.071358314163,11673.5493575475,10981.6971428485,12538.188373826,142.237357720959,15.2651568765986,141.981192479545,113.543235452691,173.158833010443
"NAG","66",24239.9946622659,838.155482016373,24154.8358677949,22865.0674336752,26183.352451228,140.547472211594,14.7694134080792,140.424704930322,112.416578575718,171.861233493192
"NAG","67",1112.74896839482,38.3541968497714,1111.077156372,1042.02406084719,1195.62069519064,89.6420600414089,10.5000432553433,89.088156526221,71.1873038721563,111.447613189744
"NAG","68",3261.40043781665,110.521828538605,3250.26598652881,3059.55060273509,3499.3483694681,114.426984672785,12.7638048441306,113.944600127555,90.851104451997,140.407457556109
"NAG","69",265.386796857888,19.2887336737521,264.930804884298,230.318281382067,305.918984775556,27.8421436587285,8.27020461601252,26.784984216801,14.5143868969088,47.9199089185149
"NAG","70",1273.72023711307,106.51057707043,1273.10412920702,1075.95058344429,1496.04172453243,25.5646573217398,8.59417809962275,24.647428620546,12.2130797579124,45.0501321013752
"NAG","71",861.67795939161,54.2034289447305,859.707152662902,763.089497290219,969.737592742482,33.1097799061782,8.2513703333667,32.1516137832675,19.6862743493816,52.5868744107275
"NAG","72",672.407496570249,44.8025672827708,671.235771252989,588.17698271629,765.209311000043,31.1571870076408,8.07309822101503,30.4950140896997,17.3143719419,49.4637332766441
"NAG","73",204.225979211256,10.6392020147177,203.71950105001,184.964149604386,226.266237574677,52.3390052518228,10.1048080216226,51.6268257134044,35.3111370288005,73.7283396295776
"NAG","74",157.155688413901,9.44181320120476,156.542577870369,139.852694861393,177.321623399889,117.113137833359,22.9699838050899,114.968000857438,77.9267523043973,166.113823549858
"NAG","75",2380.09325967585,135.377567624671,2376.93332121872,2129.01914132396,2656.27513367401,49.3977692737096,10.2375737367983,48.2900207234123,31.9497254607134,72.1914449045387
"NAG","76",364.558657199765,8.93572316200523,364.092370227124,348.36980092497,383.81194379758,115.902596633868,9.44089864500716,115.346054681189,98.5694512749502,135.694096128822
"NAG","77",131.059465399142,5.38708691880515,130.855788780948,121.198285210826,142.776294218077,94.8740532415687,13.6502669801542,93.9162527277712,72.0563109392775,125.571561597772
"NAG","78",586.252226088183,26.2768155644329,584.646678649028,538.788195107325,642.354931015932,60.1233608173047,9.67106740802256,59.5512038738867,42.8087327815724,80.1592866559069
"NAG","79",294.492530718274,9.30084282475217,294.116818042965,277.66389873013,314.85308457518,139.366675408241,13.6057646584201,138.636341507553,113.788963989232,167.042276186326
"NAG","80",13001.4459439555,571.828027163099,12964.011996772,11964.7989519271,14186.3619277131,172.585370348273,23.5029222521335,172.265134586248,130.933616349339,224.472083364393
"NAG","81",6590.84857924056,199.453149567625,6571.98091239559,6249.6965694554,7033.61471459142,145.423862603689,13.9280903368557,144.813706355841,120.410429956005,173.591651884352
"NAG","82",2503.01320150829,100.984741897196,2494.72349926832,2328.1100464571,2711.5403506399,96.1598785044336,13.2887436575913,95.046796466823,73.3530181345728,125.861795205466
"NAG","83",3545.5182877038,117.82442013358,3533.24179882074,3338.30074412836,3787.11499079062,95.7007565986924,10.6758212672368,95.6533831155828,75.577901260479,118.886661696006
"NAG","84",54.2402924546274,6.39834060305756,53.7179135540441,42.7539180420921,67.1341392139213,18.2079749941618,9.41724397959869,16.2600811922421,4.86419054735418,41.0563956986995
"NAG","85",186.129920371481,10.1539624604842,185.896734090333,167.736162934231,206.010720815973,42.3736783647701,8.86090447862954,41.5392201211076,27.0873407653169,62.2918326747408
"NAG","86",151.467141129569,11.9537140719159,150.54041803774,129.11892104304,175.585794399606,42.5683242882846,13.0094870229499,40.9122638492448,22.1283459166441,71.7705142453918
"NAG","87",194.306174514416,8.95221541609046,193.836295756736,178.436545364381,212.637147412396,71.3269553270386,11.4943973820964,70.4958307723741,52.4578371394197,95.8708278870496
"NAG","88",507.354503875604,26.7295485013469,504.806951573841,459.281648357044,569.822587733043,170.084448486231,30.0031204313647,166.890735877727,121.548804105579,236.117901315234
"NAG","89",159.626863084727,9.92083236553315,159.385473449935,140.501595226837,178.094679418291,53.9520200233056,12.1374601848843,52.6802750453331,33.4910834716544,80.7358692097953
"NAG","90",197.302980387539,6.0279754299153,196.883249149649,186.250248196772,209.533233150131,66.895419894489,7.253463078626,66.553155287515,53.7713071792951,82.1601379284053
"NAG","91",329.737804960915,20.7083957434832,329.601753672201,291.945497363053,371.571504662675,38.5397327817194,8.87232227738543,37.8458646989571,23.7201695147982,57.868157876438
"NAG","92",10393.2780178851,322.786163246082,10371.2860996616,9824.85534717522,11088.6530581961,247.895652945382,22.1645033064846,247.136980311686,206.226128909,293.816084814665
"NAG","93",10667.4014649334,299.148710197821,10645.9466802326,10108.960938542,11299.2878342778,266.53976750051,20.9505933259403,265.894640106485,229.429379211548,309.540614894947
"NAG","94",19223.0406435571,665.795362206408,19174.3351584421,18043.1087788467,20599.4299685254,230.547792785124,23.7995417044895,230.203221602701,187.614748139457,277.167482091642
"NAG","95",16057.0592498013,482.696637521536,16050.1982880073,15148.3853576288,17096.2445189418,257.671061832749,22.44391702009,257.412853822505,216.681083718737,308.238439076277
"NAG","96",17911.8062985417,439.811698411049,17884.4582895538,17126.3818330574,18830.177187244,216.591240295657,15.7377653141665,216.287368017362,186.278752349464,248.176639858605
"NAG","97",13971.5100201996,423.269202260855,13954.1134182857,13224.3772846803,14883.9817786964,249.997213351876,21.4079940974991,249.782482589909,207.377744472565,293.237740914443
"NAG","98",17252.5540238465,485.555442240874,17227.005798631,16364.9532101352,18258.6562189856,244.347757008309,19.7959219422387,243.992097995928,206.18522866118,283.081804444038
"NAG","99",1011.60761374561,61.2058301690698,1010.05791035345,895.355795382187,1142.09889490958,45.0122549066978,10.7869642505787,44.1625228216694,26.9497774567422,69.4817054712703
"NAG","100",341.910730596338,19.7624835373877,343.319141354429,301.455866109037,377.108336061579,51.054750404444,10.9486792912066,49.5793986101694,33.3445554344181,75.7065010373101
"NAG","101",350.601556648876,23.5191732248459,349.988602129472,307.068673197847,400.801215728576,52.9023952391928,13.5042177730106,51.7897439511282,31.6398416860042,83.0123755253303
"NAG","102",181.799114885304,8.40995413988356,181.689939033927,165.386205788983,198.190075884688,69.7060814567711,11.4929745887261,68.7453775338937,49.756023652594,94.2220800922977
"NAG","103",5716.83972628323,144.560378551879,5703.87036110681,5463.82779736531,6063.3513436264,217.37698759187,16.1178588459389,217.455810658171,186.34941289046,250.84816966709
