"Enzyme","sample","RMSE","RMSEp1","RMSEp2","MAPE","MAPEp1","MAPEp2","biasPERCENT","biasPERCENTp1","biasPERCENTp2","biasMEANRES","biasMEANRESp1","biasMEANRESp2","Rsquared","PRSEmax","PRSE_Vmax","PRSE_Km","PRSE_Ki","RMSEp1pdS","MAPEp1pdS","biasPERCENTp1pdS","biasMEANRESp1pdS","Sinhibition","INHbetter_aov_pvalue"
"AP","33",125301.77942782,125301.77942782,NA,4.18352862710625,4.18352862710625,NA,-2.33316323689398,-2.33316323689398,NA,-8798.09659188438,-8798.09659188438,NA,0.998525791607538,18.8948710610419,3.32381511068521,5.65898400284165,18.8948710610419,NA,NA,NA,NA,FALSE,2.57505237737397e-06
"AP","34",234239.57569428,234239.57569428,NA,5.87098742892491,5.87098742892491,NA,-4.44576474613588,-4.44576474613588,NA,-49463.4110907214,-49463.4110907214,NA,0.999030102357956,40.7336730349225,2.46777058208359,4.55226891466968,40.7336730349225,NA,NA,NA,NA,FALSE,0.0172013953068508
"AP","35",466650.781321003,466650.781321003,NA,7.2525950756684,7.2525950756684,NA,-5.07224798036468,-5.07224798036468,NA,-102787.655396755,-102787.655396755,NA,0.996758291801664,2750.83895746241,3.22546881276057,7.14120979907766,2750.83895746241,NA,NA,NA,NA,FALSE,0.971918613196119
"AP","36",689470.94491218,720077.742629944,465316.617541697,3.8176721302184,4.18503450648585,1.61349787261367,-1.59576118472336,-1.88423166103945,0.135061673173161,-26105.9376421278,-33941.2235924793,28741.0640103333,0.996166938220287,25.9850229736778,5.94996184764888,9.65544853229868,25.9850229736778,NA,NA,NA,NA,TRUE,7.07965461838111e-05
"AP","37",381419.883320265,381419.883320265,NA,10.291052438724,10.291052438724,NA,-7.2788178103078,-7.2788178103078,NA,-100913.091283485,-100913.091283485,NA,0.993628106173222,53480.413437615,4.53665602576827,10.1923244247369,53480.413437615,NA,NA,NA,NA,FALSE,1
"AP","38",277932.87606008,291580.76991698,174959.174817798,7.36827825245022,8.39689625380922,1.19657024429621,-5.4041497284781,-6.44773805715217,0.857380243566313,-63918.6203210784,-89548.1709757854,115488.23426187,0.997768513238518,28.0869683317458,3.59402015810842,6.68129803584612,28.0869683317458,NA,NA,NA,NA,TRUE,0.000626794105239234
"AP","39",328026.052467312,328026.052467312,NA,3.79117796799506,3.79117796799506,NA,-2.66266092141325,-2.66266092141325,NA,-38035.025912876,-38035.025912876,NA,0.998956156192424,21.5564821695032,2.80591627396683,4.84181228376553,21.5564821695032,NA,NA,NA,NA,FALSE,3.14055939511676e-05
"AP","40",528827.599826577,528827.599826577,NA,14.533355127482,14.533355127482,NA,-10.8471076911354,-10.8471076911354,NA,-153085.320594367,-153085.320594367,NA,0.991879905273264,74840.0656474774,6.73740744925751,13.1656770322867,74840.0656474774,NA,NA,NA,NA,FALSE,1
"AP","41",395210.078093128,395210.078093128,NA,14.2381244011045,14.2381244011045,NA,-9.48832325390573,-9.48832325390573,NA,-103142.449824171,-103142.449824171,NA,0.987474219829696,78342.0179925961,6.75945361473302,14.5676925708444,78342.0179925961,NA,NA,NA,NA,FALSE,1
"AP","42",289728.389444278,289728.389444278,NA,14.2521137069159,14.2521137069159,NA,-10.1854029245932,-10.1854029245932,NA,-80164.0349303819,-80164.0349303819,NA,0.991630141083784,72733.7401100218,6.48225332041247,12.9455821006561,72733.7401100218,NA,NA,NA,NA,FALSE,1
"AP","43",92372.0543958199,65657.1901041692,184018.953803352,9.15595983427867,9.77766713750341,5.42571601493021,-6.26190372012853,-7.42756984979305,0.732093057858606,-14424.4249836237,-18414.2356470009,13504.2496600165,0.99550268851165,24.2597959084284,6.66344140713432,10.6429715980018,24.2597959084284,NA,NA,NA,NA,TRUE,1.56071919556012e-05
"AP","44",57798.3800627323,60872.2394139557,33941.0073143499,6.17357225764905,6.96450642849263,1.42796723258756,-3.78878567173563,-4.65824448912283,1.42796723258756,-10617.2847088992,-16944.995606287,33676.6915728153,0.996416347299904,114.764293552033,2.88868111585722,6.85248528762242,114.764293552033,NA,NA,NA,NA,TRUE,0.388599721678051
"AP","45",237496.738160817,237496.738160817,NA,8.63969878025265,8.63969878025265,NA,-5.76197052594059,-5.76197052594059,NA,-38686.9520960672,-38686.9520960672,NA,0.995528755486268,52984.7593713211,4.80091430993113,9.25892627339304,52984.7593713211,NA,NA,NA,NA,FALSE,1
"AP","46",720395.215540003,720395.215540003,NA,12.3756965141071,12.3756965141071,NA,-9.27899821490429,-9.27899821490429,NA,-172582.556651309,-172582.556651309,NA,0.994378678121237,67141.996367563,6.25398416681289,11.4856914817569,67141.996367563,NA,NA,NA,NA,FALSE,1
