"Enzyme","sample","Vmax.boot","Vmax.boot.SE","Vmax.boot.median","Vmax.boot.CIlow","Vmax.boot.CIhigh","Km.boot","Km.boot.SE","Km.boot.median","Km.boot.CIlow","Km.boot.CIhigh","Ki.boot","Ki.boot.SE","Ki.boot.median","Ki.boot.CIlow","Ki.boot.CIhigh","Rmax.boot.mean","Rmax.boot.SE","Rmax.boot.median","Rmax.boot.CIlow","Rmax.boot.CIhigh","SRmax05.boot.mean","SRmax05.boot.SE","SRmax05.boot.median","SRmax05.boot.CIlow","SRmax05.boot.CIhigh"
"NAG","40",34367.2198167684,2738.51212771315,34149.8218681374,29831.1687947941,40609.6783480244,413.894477105574,41.7426477363199,410.550503439863,341.740323796089,506.229220234447,655.540023949581,89.9254569035954,648.995052445565,489.749655281396,840.942550390992,13193.8090188324,119.290063656988,13172.131006548,12999.0708747366,13475.9515088926,102.16379860974,2.06792931055432,102.254162753569,97.4981551836351,106.027951368842
"NAG","41",14025.4293746033,1065.48829942185,13925.5644211584,12141.0110668014,16435.9514067396,333.097699143486,33.2137438907657,329.846951587345,273.892357529818,405.409965190683,691.253199453257,92.4629441376168,686.424099545815,525.542602237138,892.470464563804,5840.00691161643,60.9438759062957,5836.04550794213,5725.14920607505,5968.03971239028,90.7514687854726,2.00821879951417,90.7597412815349,86.8612086544601,94.5631877469738
"NAG","42",9381.67132309441,716.31586938877,9334.46421145795,8092.1567944642,10848.1666107825,300.633883939063,31.2157468555364,297.783949615789,246.349043218846,366.581588159409,916.7339151296,141.568280631296,904.413591780173,667.207593996308,1221.67559218526,4344.61066953322,47.5744933131778,4347.41158589347,4247.71736667869,4431.92557829887,93.5018047137962,2.36234685881674,93.2027035669338,89.0961706155742,98.3488651135743
"NAG","43",11628.6592172176,428.823546530161,11598.5844612102,10862.727315411,12582.6549290498,324.39950072184,16.1502947976408,323.211264147136,294.101982452928,360.367873728644,863.662970060438,61.8707492038937,862.638094777525,739.87730408364,995.529000948215,5216.94888716802,26.0844216731661,5213.20570233366,5173.83608671642,5273.00948593961,96.9886726252185,1.16252077542306,97.0528988082534,94.6741512884432,99.1673410480846
"NAG","44",2137.40264868496,203.347438416036,2116.95805149459,1805.97622350005,2577.72432476332,289.162303213567,36.0960416867215,284.803105717106,228.126348297697,370.905756776639,633.945940934833,103.226843088059,624.221764085174,456.707707147367,857.14030844254,901.713076400944,12.5892632164439,900.438516312957,880.418879519549,928.918045021396,80.0362190561254,2.23166644041854,80.0927874961055,75.4386899659567,84.3237852507862
"NAG","45",12899.702036965,1111.12770060183,12826.5835669846,10892.2840940507,15320.5083628457,690.946208944759,68.818491163458,685.244824248105,571.880689436993,841.89672530359,276.665524168512,30.6939359092785,275.175170376161,217.674979833426,340.012212240646,3084.56416655588,20.2036807435768,3085.84182134035,3041.83739614299,3120.87077183465,98.6625243837046,1.27104268603834,98.664913890646,96.3188525299702,101.184757574335
"NAG","46",54144.8183097979,6928.29888290041,53693.8416694619,42139.2330789224,69064.8328056814,648.205282320004,102.463034393351,639.690971106631,476.49039967078,873.131168853074,505.990762015937,95.9645312375357,495.522416922871,340.731812616435,721.643300041557,16377.6465242078,157.629214527057,16387.6084938832,16017.7887580308,16653.2953658808,120.71166290008,2.97602123099882,120.680237517987,115.151175677518,126.829908340549
"NAG","47",57204.005535274,2197.71425222512,57192.9639504866,53140.4013084204,61808.7483200319,437.201169615469,22.3687343638049,436.849683616403,395.446721613291,483.020778807197,1045.98646248709,83.575174224898,1040.71065469918,893.770799408745,1224.28192010565,24902.9453188682,96.3594088675017,24904.0595958908,24717.0177501986,25094.9393154439,125.903063847775,1.38264730421713,125.851266541932,123.15349019591,128.818820522556
"NAG","48",10781.7890021909,806.716965655306,10712.369294923,9352.63993360097,12591.5117096579,305.820584746334,30.6371277899876,303.685940039373,249.737168002697,375.843762864477,735.684150970647,95.604862862033,730.818072133084,558.125866322041,958.080355896735,4684.83824022833,52.1164153151052,4680.04846047112,4590.91923702925,4804.57716213682,87.8166967219995,2.08510868555084,87.8970610944088,83.4245271876231,91.7104847412471
"NAG","49",51100.2412760142,3553.32778016154,50972.7668801063,43921.1581766075,58039.9673648511,454.283210994585,42.6329265884451,451.857169997561,373.185323884368,542.636751588331,917.443293910456,127.378834032352,906.267682494919,706.191702156301,1232.33893679905,21113.2535589936,143.156049127283,21127.3598091756,20774.4758732001,21379.8921328002,122.595233234845,2.54184345067311,122.342869073952,118.119736564077,128.229659845293
